transaction,order_date,customer_id,customer_name,country,product_id,product_category,quantity,price,payment_method,order_status
T0334,2025-12-09,19,Customer_17,UK,9,Beauty,7,141.6,cash,cancelled
T0335,2025-10-02,33,Customer_64,Australia,3,Clothing,8,298.93,paypal,cancelled
T0336,2025-06-09,39,Customer_2,France,4,Clothing,6,421.6,debit card,cancelled
T0337,2025-09-19,56,Customer_167,Denmark,15,Grocery,3,153.72,paypal,cancelled
T0338,2025-06-30,124,Customer_102,Canada,11,Books,5,368.76,debit card,return
T0339,2025-09-14,49,Customer_72,France,8,Sports,6,61.37,paypal,return
T0340,2025-07-02,88,Customer_197,Denmark,18,Automotive,1,476.74,debit card,return
T0341,2025-11-11,103,Customer_75,Australia,7,Sports,2,410.39,debit card,return
T0342,2025-06-11,82,Customer_78,UK,16,Grocery,5,331.04,debit card,cancelled
T0343,2025-11-16,127,Customer_154,France,3,Clothing,10,203.4,debit card,return
T0344,2025-10-02,90,Customer_138,Denmark,2,Electronics,2,59.14,paypal,return
T0345,2025-09-29,22,Customer_166,Denmark,22,Health,1,283.79,debit card,cancelled
T0346,2025-05-25,2,Customer_26,Canada,14,Toys,4,257.78,paypal,cancelled
T0347,2025-10-18,60,Customer_198,Australia,12,Books,10,346.77,paypal,cancelled
T0348,2025-12-04,14,Customer_76,France,1,Electronics,2,62.45,paypal,cancelled
T0349,2025-09-23,59,Customer_53,Denmark,10,Beauty,8,177.41,credit card,cancelled
T0350,2025-09-11,9,Customer_77,US,15,Grocery,2,16.18,cash,return
T0351,2026-03-13,103,Customer_43,Australia,4,Clothing,4,260.42,paypal,cancelled
T0352,2025-11-05,123,Customer_119,UK,18,Automotive,7,316.73,paypal,return
T0353,2025-11-08,51,Customer_8,Australia,22,Health,10,442.13,debit card,return
T0354,2025-10-17,1,Customer_181,UK,14,Toys,4,142.78,credit card,return
T0355,2025-12-31,24,Customer_94,Canada,4,Clothing,4,231.49,cash,return
T0356,2025-12-27,124,Customer_164,Canada,16,Grocery,10,197.38,debit card,return
T0357,2025-09-26,46,Customer_118,Denmark,4,Clothing,3,407.8,cash,return
T0358,2025-05-14,87,Customer_35,Canada,19,Garden,2,123.09,credit card,completed
T0359,2026-03-22,19,Customer_131,France,12,Books,7,300.23,debit card,cancelled
T0360,2025-12-06,82,Customer_138,Australia,6,Home,3,279.68,debit card,cancelled
T0361,2025-07-05,41,Customer_116,Denmark,5,Home,1,433.43,credit card,cancelled
T0362,2025-07-09,105,Customer_99,Denmark,5,Home,9,328.27,debit card,return
T0363,2025-10-30,91,Customer_114,France,16,Grocery,3,45.92,credit card,completed
T0364,2025-04-17,36,Customer_58,Denmark,10,Beauty,5,88.26,debit card,return
T0365,2026-01-07,66,Customer_29,Denmark,16,Grocery,2,137.61,cash,return
T0366,2025-11-12,70,Customer_56,France,2,Electronics,2,369.31,paypal,cancelled
T0367,2025-11-17,34,Customer_90,US,2,Electronics,8,433.32,credit card,completed
T0368,2026-01-27,89,Customer_90,Australia,7,Sports,10,318.22,paypal,return
T0369,2025-07-15,105,Customer_53,US,5,Home,10,178.65,cash,return
T0370,2025-06-26,42,Customer_181,Canada,18,Automotive,5,288.5,credit card,completed
T0371,2025-05-01,36,Customer_168,UK,14,Toys,3,128.59,cash,completed
T0372,2025-10-19,63,Customer_37,Denmark,22,Health,5,315.77,debit card,cancelled
T0373,2026-02-19,102,Customer_197,US,3,Clothing,7,260.23,cash,return
T0374,2025-11-19,122,Customer_125,Canada,12,Books,10,6.22,credit card,return
T0375,2026-02-20,86,Customer_179,Canada,15,Grocery,2,398.86,debit card,completed
T0376,2025-07-18,64,Customer_69,Canada,14,Toys,5,172.19,paypal,return
T0377,2025-09-23,115,Customer_175,US,16,Grocery,1,54.29,debit card,completed
T0378,2025-06-20,57,Customer_117,US,4,Clothing,7,105.15,paypal,return
T0379,2025-06-21,112,Customer_71,US,10,Beauty,6,128.94,cash,return
T0380,2025-06-24,7,Customer_102,Australia,21,Health,5,364.36,paypal,cancelled
T0381,2025-05-17,91,Customer_25,US,21,Health,4,241.02,paypal,return
T0382,2025-12-22,88,Customer_114,US,8,Sports,1,349.32,credit card,cancelled
T0383,2025-12-01,10,Customer_59,France,5,Home,2,366.73,credit card,completed
T0384,2025-10-06,113,Customer_77,UK,11,Books,7,387.86,paypal,return
T0385,2025-06-13,9,Customer_136,Denmark,22,Health,1,307.11,paypal,cancelled
T0386,2025-07-19,81,Customer_192,UK,12,Books,7,309.96,debit card,completed
T0387,2025-05-22,18,Customer_193,US,3,Clothing,10,366.35,cash,cancelled
T0388,2025-06-11,32,Customer_71,Australia,11,Books,2,127.84,cash,return
T0389,2026-03-04,113,Customer_78,UK,1,Electronics,9,305.43,paypal,return
T0390,2025-08-30,83,Customer_14,UK,13,Toys,8,196.01,paypal,cancelled
T0391,2026-01-30,10,Customer_136,US,21,Health,6,467.29,paypal,cancelled
T0392,2025-11-02,47,Customer_140,Australia,19,Garden,3,382.55,credit card,completed
T0393,2025-05-05,2,Customer_68,UK,19,Garden,1,461.68,debit card,return
T0394,2026-02-16,92,Customer_129,France,10,Beauty,7,352.4,credit card,return
T0395,2026-01-01,79,Customer_40,Canada,18,Automotive,2,158.4,paypal,completed
T0396,2025-09-15,51,Customer_151,Australia,18,Automotive,2,158.53,debit card,return
T0397,2025-04-30,32,Customer_23,France,8,Sports,2,229.42,credit card,cancelled
T0398,2026-03-03,95,Customer_45,US,22,Health,1,355.41,credit card,completed
T0399,2025-09-25,67,Customer_133,Australia,16,Grocery,5,87.65,paypal,return
T0400,2025-05-31,99,Customer_8,Canada,9,Beauty,7,139.63,credit card,cancelled
T0401,2026-02-16,10,Customer_128,France,19,Garden,9,183.26,debit card,return
T0402,2025-10-06,21,Customer_66,US,6,Home,10,338.69,credit card,completed
T0403,2025-04-02,6,Customer_4,UK,17,Automotive,1,238.52,debit card,completed
T0404,2025-04-19,71,Customer_183,Australia,6,Home,7,116.14,paypal,cancelled
T0405,2025-08-17,106,Customer_20,Denmark,11,Books,6,64.1,credit card,completed
T0406,2025-12-21,126,Customer_12,France,8,Sports,2,439.11,cash,cancelled
T0407,2025-05-15,71,Customer_117,US,11,Books,6,104.33,cash,return
T0408,2025-08-03,60,Customer_95,Denmark,20,Garden,8,498.9,paypal,return
T0409,2025-08-04,20,Customer_2,France,18,Automotive,1,120.33,cash,return
T0410,2025-09-19,1,Customer_195,Australia,1,Electronics,7,425.26,cash,completed
T0411,2025-12-28,126,Customer_61,France,7,Sports,8,480.79,paypal,return
T0412,2025-05-18,6,Customer_60,Denmark,9,Beauty,7,351.92,cash,cancelled
T0413,2026-01-23,13,Customer_130,UK,3,Clothing,7,42.04,credit card,cancelled
T0414,2025-06-06,31,Customer_75,Canada,22,Health,6,463.39,debit card,return
T0415,2025-09-10,58,Customer_70,UK,11,Books,2,472.06,paypal,return
T0416,2025-06-19,14,Customer_43,France,4,Clothing,8,160.45,credit card,return
T0417,2025-07-16,58,Customer_79,France,12,Books,5,426.98,credit card,completed
T0418,2025-09-03,106,Customer_181,Australia,22,Health,10,24.96,cash,completed
T0419,2026-03-31,32,Customer_92,France,3,Clothing,9,29.23,cash,cancelled
T0420,2025-04-16,122,Customer_104,France,6,Home,9,375.3,paypal,completed
T0421,2025-05-23,103,Customer_36,US,15,Grocery,1,35.53,paypal,completed
T0422,2025-10-23,48,Customer_176,Australia,7,Sports,2,293.25,cash,completed
T0423,2025-05-04,26,Customer_166,France,1,Electronics,3,50.53,cash,completed
T0424,2025-11-23,7,Customer_44,Denmark,2,Electronics,7,411.73,debit card,cancelled
T0425,2025-10-13,88,Customer_110,UK,1,Electronics,6,111.28,paypal,cancelled
T0426,2025-11-15,114,Customer_39,US,9,Beauty,10,311.49,paypal,return
T0427,2025-12-12,53,Customer_141,France,10,Beauty,1,48.42,debit card,completed
T0428,2025-07-12,83,Customer_135,UK,14,Toys,9,398.45,debit card,return
T0429,2025-12-02,70,Customer_125,Canada,12,Books,10,253.68,debit card,cancelled
T0430,2025-04-14,41,Customer_153,UK,6,Home,1,448.4,cash,completed
T0431,2025-12-28,46,Customer_197,Denmark,16,Grocery,4,487.12,credit card,completed
T0432,2025-08-02,35,Customer_137,Australia,22,Health,1,383.2,paypal,return
T0433,2025-09-29,120,Customer_45,UK,13,Toys,4,298.3,cash,return
T0434,2026-03-27,90,Customer_91,Denmark,1,Electronics,10,75.34,paypal,cancelled
T0435,2025-09-06,23,Customer_126,US,18,Automotive,2,32.8,paypal,completed
T0436,2025-12-01,1,Customer_85,Denmark,17,Automotive,4,404.19,cash,return
T0437,2025-09-13,8,Customer_6,UK,6,Home,10,353.82,paypal,completed
T0438,2025-10-04,123,Customer_19,Canada,17,Automotive,7,295.08,cash,cancelled
T0439,2025-06-09,125,Customer_41,Australia,11,Books,7,396.96,debit card,return
T0440,2025-06-29,91,Customer_144,Australia,11,Books,10,394.56,paypal,return
T0441,2025-06-29,49,Customer_79,Australia,19,Garden,5,68.04,credit card,return
T0442,2025-10-18,109,Customer_198,Denmark,19,Garden,1,95.13,cash,return
T0443,2026-02-22,73,Customer_27,France,8,Sports,3,168.93,credit card,completed
T0444,2025-09-11,22,Customer_163,US,12,Books,6,226.08,cash,completed
T0445,2026-03-21,9,Customer_90,Canada,8,Sports,2,361.6,credit card,cancelled
T0446,2025-11-01,125,Customer_43,France,15,Grocery,8,441.48,cash,return
T0447,2025-05-22,107,Customer_123,Denmark,13,Toys,4,85.51,credit card,completed
T0448,2025-04-11,41,Customer_67,US,10,Beauty,2,174.2,debit card,completed
T0449,2026-01-06,121,Customer_24,Canada,3,Clothing,10,492.71,debit card,return
T0450,2025-11-07,121,Customer_168,UK,1,Electronics,10,445.43,paypal,completed
T0451,2025-09-17,27,Customer_49,France,4,Clothing,9,362.41,cash,return
T0452,2025-08-31,31,Customer_25,US,10,Beauty,7,288.03,debit card,completed
T0453,2025-10-02,1,Customer_110,US,2,Electronics,5,412.83,debit card,completed
T0454,2025-04-14,27,Customer_44,Australia,4,Clothing,5,488.64,debit card,completed
T0455,2025-10-21,61,Customer_126,Australia,10,Beauty,5,50.11,debit card,completed
T0456,2025-10-13,48,Customer_48,France,12,Books,1,135.33,debit card,cancelled
T0457,2025-08-16,73,Customer_16,UK,8,Sports,2,47.43,cash,return
T0458,2026-01-27,30,Customer_142,US,14,Toys,7,410.11,debit card,return
T0459,2025-11-30,74,Customer_61,France,22,Health,5,44.08,credit card,return
T0460,2025-12-21,103,Customer_147,Australia,19,Garden,10,77.99,debit card,completed
T0461,2025-07-18,104,Customer_50,UK,6,Home,1,214.57,debit card,completed
T0462,2025-06-15,107,Customer_153,Canada,21,Health,6,455.85,credit card,completed
T0463,2026-01-10,51,Customer_142,Canada,13,Toys,5,262.25,credit card,return
T0464,2026-01-26,67,Customer_108,US,20,Garden,7,79.07,credit card,completed
T0465,2025-05-22,101,Customer_74,Denmark,19,Garden,6,439.56,cash,cancelled
T0466,2025-12-05,74,Customer_156,France,21,Health,1,90.24,debit card,completed
T0467,2026-02-06,88,Customer_178,France,20,Garden,1,200.92,cash,return
T0468,2025-04-26,96,Customer_122,Canada,8,Sports,6,15.02,cash,cancelled
T0469,2025-12-08,110,Customer_179,Australia,9,Beauty,2,486.39,paypal,completed
T0470,2025-11-13,100,Customer_83,Canada,10,Beauty,7,304.46,credit card,completed
T0471,2025-07-18,117,Customer_105,Australia,15,Grocery,8,380.95,cash,completed
T0472,2025-06-21,9,Customer_80,Australia,17,Automotive,9,204.68,credit card,completed
T0473,2025-07-12,108,Customer_15,UK,7,Sports,1,230.94,cash,return
T0474,2025-08-19,48,Customer_119,Denmark,7,Sports,7,319.53,credit card,return
T0475,2025-08-02,48,Customer_126,Denmark,1,Electronics,8,92.9,debit card,return
T0476,2025-09-27,45,Customer_42,Canada,18,Automotive,2,146.11,debit card,completed
T0477,2026-01-18,100,Customer_55,UK,6,Home,4,340.46,cash,return
T0478,2025-12-19,3,Customer_200,Australia,14,Toys,1,239.68,paypal,return
T0479,2026-02-02,103,Customer_3,UK,6,Home,5,306.13,cash,return
T0480,2025-08-19,55,Customer_97,Canada,21,Health,8,129.74,debit card,cancelled
T0481,2025-12-23,106,Customer_160,France,22,Health,10,55.64,cash,return
T0482,2026-01-30,78,Customer_73,Canada,21,Health,2,243.46,cash,cancelled
T0483,2025-09-14,111,Customer_71,Canada,21,Health,5,98.24,paypal,completed
T0484,2025-10-24,85,Customer_82,Australia,20,Garden,3,362.04,debit card,cancelled
T0485,2025-11-01,52,Customer_100,Australia,9,Beauty,1,293.6,paypal,cancelled
T0486,2026-03-18,69,Customer_164,France,8,Sports,-9,256.12,paypal,return
T0487,2025-08-29,13,Customer_121,UK,6,Home,-6,363.97,paypal,return
T0488,2025-05-16,29,Customer_91,UK,21,Health,-5,213.13,cash,cancelled
T0489,2025-08-29,60,Customer_31,France,19,Garden,-4,433.86,credit card,cancelled
T0490,2025-06-01,112,Customer_175,France,17,Automotive,-3,152.69,credit card,completed
T0491,2025-09-23,53,Customer_146,XYZ,7,Sports,3,161.61,paypal,completed
T0492,2025-09-18,81,Customer_46,XYZ,16,Grocery,1,7.33,cash,completed
T0493,2026-01-21,98,Customer_41,XYZ,6,Home,2,69.06,debit card,return
T0494,2025-10-24,55,Customer_123,XYZ,14,Toys,1,23.67,paypal,return
T0495,2025-04-08,115,Customer_83,XYZ,12,Books,4,13.87,credit card,return
T0376,2025-09-07,17,Customer_27,France,12,Books,9,296.39,paypal,completed
T0128,2025-08-31,122,Customer_75,France,2,Electronics,9,300.2,cash,cancelled
T0116,2025-06-08,44,Customer_126,Canada,22,Health,4,86.62,debit card,completed
T0356,2025-07-24,94,Customer_34,UK,8,Sports,1,296.9,paypal,completed
T0450,2026-03-31,84,Customer_10,France,12,Books,5,386.77,credit card,return
